Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,jewelrytype,material
pendant-necklace-chunky-gold-ncklace-silver-large-pendant-necklaces-statement-long-silver-necklaces-for-women-dress-accessories-jewelry-gift,Pendant Necklace Chunky Gold Ncklace Silver Large Pendant Necklaces Statement Long Silver Necklaces for Women Dress Accessories Jewelry Gift,<p><strong>Javarnv Pendant Necklace Chunky Gold Ncklace Silver Large Pendant Necklaces Statement Long Silver Necklaces for Women Dress Accessories Jewelry Gift</strong>. Type: Pendant. Material: Gold.</p>,Javarnv,pendant,"pendant, gold, javarnv, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,JAVARNV-PENDANTNEC-NA-OS,30,shopify,100,deny,manual,298770,358524,TRUE,TRUE,https://m.media-amazon.com/images/I/6152rLS0ilL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Pendant Necklace Chunky Gold Ncklace Silver Large Pendant Necklaces Statement Long Silver Necklaces for Women Dress Accessories Jewelry Gift,FALSE,Pendant Necklace Chunky Gold Ncklace Silver Large Pendant Necklaces Statement Long Silver Necklaces for Women Dress Accessories Jewelry Gift | Javarnv,Shop Pendant Necklace Chunky Gold Ncklace Silver Large Pendant Necklaces Statement Long Silver Necklaces for Women Dress Accessories Jewelry Gift by Javarnv. Pendant in Gold.,active,Javarnv,Pendant Necklace Chunky Gold Ncklace Silver Large Pendant Necklaces Statement Long Silver Necklaces for Women Dress Accessories Jewelry Gift,https://m.media-amazon.com/images/I/6152rLS0ilL._AC_SY300_SX300_QL70_FMwebp_.jpg,298770,pendant,gold
tewiky-pendant-necklace-for-women-dainty-14k-gold-plated-chain-choker-necklaces-aesthetic-simple-necklace-jewelry-gifts-for-women,Tewiky Pendant Necklace for Women， Dainty 14k Gold Plated Chain Choker Necklaces Aesthetic Simple Necklace Jewelry Gifts for Women,<p><strong>Tewiky Tewiky Pendant Necklace for Women， Dainty 14k Gold Plated Chain Choker Necklaces Aesthetic Simple Necklace Jewelry Gifts for Women</strong>. Type: Pendant. Material: Gold 14K.</p>,Tewiky,pendant,"pendant, gold_14k, tewiky, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,TEWIKY-TEWIKYPEND-NA-OS,30,shopify,100,deny,manual,229770,275724,TRUE,TRUE,https://m.media-amazon.com/images/I/61YNY0mHe+L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Tewiky Pendant Necklace for Women， Dainty 14k Gold Plated Chain Choker Necklaces Aesthetic Simple Necklace Jewelry Gifts for Women,FALSE,Tewiky Pendant Necklace for Women， Dainty 14k Gold Plated Chain Choker Necklaces Aesthetic Simple Necklace Jewelry Gifts for Women | Tewiky,Shop Tewiky Pendant Necklace for Women， Dainty 14k Gold Plated Chain Choker Necklaces Aesthetic Simple Necklace Jewelry Gifts for Women by Tewiky. Pendant in Gold 14K.,active,Tewiky,Tewiky Pendant Necklace for Women， Dainty 14k Gold Plated Chain Choker Necklaces Aesthetic Simple Necklace Jewelry Gifts for Women,https://m.media-amazon.com/images/I/61YNY0mHe+L._AC_SY300_SX300_QL70_FMwebp_.jpg,229770,pendant,gold_14k
keloris-path-beaded-gemstone-necklaces-for-women-boho-colorful-bead-choker-necklace-natural-stone-handmade-summer-jewelry-for-beach,"KELORIS PATH Beaded Gemstone Necklaces for Women, Boho Colorful Bead Choker Necklace, Natural Stone Handmade Summer Jewelry for Beach","<p><strong>Keloris Path KELORIS PATH Beaded Gemstone Necklaces for Women, Boho Colorful Bead Choker Necklace, Natural Stone Handmade Summer Jewelry for Beach</strong>. Type: Necklace. Material: Gemstone.</p>",Keloris Path,necklace,"necklace, gemstone, keloris path, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,KELORISP-KELORISPAT-NA-OS,30,shopify,100,deny,manual,459770,551724,TRUE,TRUE,https://m.media-amazon.com/images/I/61Mqx3DN3eL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"KELORIS PATH Beaded Gemstone Necklaces for Women, Boho Colorful Bead Choker Necklace, Natural Stone Handmade Summer Jewelry for Beach",FALSE,"KELORIS PATH Beaded Gemstone Necklaces for Women, Boho Colorful Bead Choker Necklace, Natural Stone Handmade Summer Jewelry for Beach | Keloris Path","Shop KELORIS PATH Beaded Gemstone Necklaces for Women, Boho Colorful Bead Choker Necklace, Natural Stone Handmade Summer Jewelry for Beach by Keloris Path. Necklace in Gemstone.",active,Keloris Path,"KELORIS PATH Beaded Gemstone Necklaces for Women, Boho Colorful Bead Choker Necklace, Natural Stone Handmade Summer Jewelry for Beach",https://m.media-amazon.com/images/I/61Mqx3DN3eL._AC_SY300_SX300_QL70_FMwebp_.jpg,459770,necklace,gemstone
layered-chain-necklaces-for-women-18-inch-gold-plated-paperclip-chain-silver-tone-choker-necklace-rope-ball-chains-punk-jewelry,Layered Chain Necklaces for women 18 Inch Gold Plated Paperclip Chain Silver Tone Choker Necklace Rope Ball Chains Punk Jewelry,<p><strong>Kunjoe Layered Chain Necklaces for women 18 Inch Gold Plated Paperclip Chain Silver Tone Choker Necklace Rope Ball Chains Punk Jewelry</strong>. Type: Necklace. Material: Gold Plated.</p>,Kunjoe,necklace,"necklace, gold_plated, kunjoe, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,KUNJOE-LAYEREDCHA-NA-OS,30,shopify,100,deny,manual,229770,275724,TRUE,TRUE,https://m.media-amazon.com/images/I/61YDFhtnrSL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Layered Chain Necklaces for women 18 Inch Gold Plated Paperclip Chain Silver Tone Choker Necklace Rope Ball Chains Punk Jewelry,FALSE,Layered Chain Necklaces for women 18 Inch Gold Plated Paperclip Chain Silver Tone Choker Necklace Rope Ball Chains Punk Jewelry | Kunjoe,Shop Layered Chain Necklaces for women 18 Inch Gold Plated Paperclip Chain Silver Tone Choker Necklace Rope Ball Chains Punk Jewelry by Kunjoe. Necklace in Gold Plated.,active,Kunjoe,Layered Chain Necklaces for women 18 Inch Gold Plated Paperclip Chain Silver Tone Choker Necklace Rope Ball Chains Punk Jewelry,https://m.media-amazon.com/images/I/61YDFhtnrSL._AC_SY300_SX300_QL70_FMwebp_.jpg,229770,necklace,gold_plated
jewlpire-14k-gold-plated-925-sterling-silver-paperclip-chain-necklace-for-women-25mm-3mm-necklace-for-women-comfortable-womens-chain-necklaces-16-18-20-22-24-26-inch,"Jewlpire 14K Gold Plated 925 Sterling Silver Paperclip Chain Necklace for Women, 2.5mm 3mm Necklace for Women, Comfortable Women's Chain Necklaces 16 18 20 22 24 26 Inch","<p><strong>Jewlpire Jewlpire 14K Gold Plated 925 Sterling Silver Paperclip Chain Necklace for Women, 2.5mm 3mm Necklace for Women, Comfortable Women's Chain Necklaces 16 18 20 22 24 26 Inch</strong>. Type: Necklace. Material: Gold 14K.</p>",Jewlpire,necklace,"necklace, gold_14k, jewlpire, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,JEWLPIRE-JEWLPIRE14-NA-OS,30,shopify,100,deny,manual,268870,322644,TRUE,TRUE,https://m.media-amazon.com/images/I/71a6GipYD6L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Jewlpire 14K Gold Plated 925 Sterling Silver Paperclip Chain Necklace for Women, 2.5mm 3mm Necklace for Women, Comfortable Women's Chain Necklaces 16 18 20 22 24 26 Inch",FALSE,"Jewlpire 14K Gold Plated 925 Sterling Silver Paperclip Chain Necklace for Women, 2.5mm 3mm Necklace for Women, Comfortable Women's Chain Necklaces 16 18 20 22 24 26 Inch | Jewlpire","Shop Jewlpire 14K Gold Plated 925 Sterling Silver Paperclip Chain Necklace for Women, 2.5mm 3mm Necklace for Women, Comfortable Women's Chain Necklaces 16 18 20 22 24 26 Inch by Jewlpire. Necklace in Gold 14K.",active,Jewlpire,"Jewlpire 14K Gold Plated 925 Sterling Silver Paperclip Chain Necklace for Women, 2.5mm 3mm Necklace for Women, Comfortable Women's Chain Necklaces 16 18 20 22 24 26 Inch",https://m.media-amazon.com/images/I/71a6GipYD6L._AC_SY300_SX300_QL70_FMwebp_.jpg,268870,necklace,gold_14k
natural-freshwater-baroque-pearl-necklace-14k-gold-plated-dainty-choker-necklace-for-women-girls-snake-chaincuban-linkpaperclipball-beaded-chaintennis-chain-fashion-jewelry-for-gift,Natural Freshwater Baroque Pearl Necklace 14K Gold Plated Dainty Choker Necklace for Women Girls Snake Chain/Cuban Link/Paperclip/Ball Beaded Chain/Tennis Chain Fashion Jewelry for Gift,<p><strong>Nuzon Natural Freshwater Baroque Pearl Necklace 14K Gold Plated Dainty Choker Necklace for Women Girls Snake Chain/Cuban Link/Paperclip/Ball Beaded Chain/Tennis Chain Fashion Jewelry for Gift</strong>. Type: Necklace. Material: Gold 14K.</p>,Nuzon,necklace,"necklace, gold_14k, nuzon, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,NUZON-NATURALFRE-NA-OS,30,shopify,100,deny,manual,344770,413724,TRUE,TRUE,https://m.media-amazon.com/images/I/61fM0KB4quS._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Natural Freshwater Baroque Pearl Necklace 14K Gold Plated Dainty Choker Necklace for Women Girls Snake Chain/Cuban Link/Paperclip/Ball Beaded Chain/Tennis Chain Fashion Jewelry for Gift,FALSE,Natural Freshwater Baroque Pearl Necklace 14K Gold Plated Dainty Choker Necklace for Women Girls Snake Chain/Cuban Link/Paperclip/Ball Beaded Chain/Tennis Chain Fashion Jewelry for Gift | Nuzon,Shop Natural Freshwater Baroque Pearl Necklace 14K Gold Plated Dainty Choker Necklace for Women Girls Snake Chain/Cuban Link/Paperclip/Ball Beaded Chain/Tennis Chain Fashion Jewelry for Gift by Nuzon. Necklace in Gold 14K.,active,Nuzon,Natural Freshwater Baroque Pearl Necklace 14K Gold Plated Dainty Choker Necklace for Women Girls Snake Chain/Cuban Link/Paperclip/Ball Beaded Chain/Tennis Chain Fashion Jewelry for Gift,https://m.media-amazon.com/images/I/61fM0KB4quS._AC_SY300_SX300_QL70_FMwebp_.jpg,344770,necklace,gold_14k
baylay-gold-chain-necklace-for-women-18k-gold-plated-necklace-chain-dainty-gold-necklace-for-women-gold-chain-gold-necklace-gold-jewelry-gifts-size-161820222426-inch,BAYLAY Gold Chain Necklace for Women - 18K Gold Plated Necklace Chain Dainty Gold Necklace for Women Gold Chain Gold Necklace Gold Jewelry Gifts Size 16/18/20/22/24/26 Inch,<p><strong>Baylay BAYLAY Gold Chain Necklace for Women - 18K Gold Plated Necklace Chain Dainty Gold Necklace for Women Gold Chain Gold Necklace Gold Jewelry Gifts Size 16/18/20/22/24/26 Inch</strong>. Type: Necklace. Material: Gold 18K.</p>,Baylay,necklace,"necklace, gold_18k, baylay, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,BAYLAY-BAYLAYGOLD-NA-OS,30,shopify,100,deny,manual,229770,275724,TRUE,TRUE,https://m.media-amazon.com/images/I/513mHLOv-nL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,BAYLAY Gold Chain Necklace for Women - 18K Gold Plated Necklace Chain Dainty Gold Necklace for Women Gold Chain Gold Necklace Gold Jewelry Gifts Size 16/18/20/22/24/26 Inch,FALSE,BAYLAY Gold Chain Necklace for Women - 18K Gold Plated Necklace Chain Dainty Gold Necklace for Women Gold Chain Gold Necklace Gold Jewelry Gifts Size 16/18/20/22/24/26 Inch | Baylay,Shop BAYLAY Gold Chain Necklace for Women - 18K Gold Plated Necklace Chain Dainty Gold Necklace for Women Gold Chain Gold Necklace Gold Jewelry Gifts Size 16/18/20/22/24/26 Inch by Baylay. Necklace in Gold 18K.,active,Baylay,BAYLAY Gold Chain Necklace for Women - 18K Gold Plated Necklace Chain Dainty Gold Necklace for Women Gold Chain Gold Necklace Gold Jewelry Gifts Size 16/18/20/22/24/26 Inch,https://m.media-amazon.com/images/I/513mHLOv-nL._AC_SY300_SX300_QL70_FMwebp_.jpg,229770,necklace,gold_18k
kezef-1mm-925-sterling-silver-necklace-for-women-16-36-inch-long-silver-18k-gold-rose-gold-necklaces-for-women-made-in-italy-real-cable-chain-jewelry-dainty-cadena-de-plata-s925-para-mujer,"KEZEF 1mm 925 Sterling Silver Necklace for Women | 16-36 inch long Silver, 18k Gold, Rose Gold Necklaces for Women - Made In Italy Real Cable Chain Jewelry | Dainty cadena de plata s925 para mujer","<p><strong>Kezef KEZEF 1mm 925 Sterling Silver Necklace for Women | 16-36 inch long Silver, 18k Gold, Rose Gold Necklaces for Women - Made In Italy Real Cable Chain Jewelry | Dainty cadena de plata s925 para mujer</strong>. Type: Necklace. Material: Gold 18K.</p>",Kezef,necklace,"necklace, gold_18k, kezef, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,KEZEF-KEZEF1MM92-NA-OS,30,shopify,100,deny,manual,685170,822204,TRUE,TRUE,https://m.media-amazon.com/images/I/61rcAbqKw4L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"KEZEF 1mm 925 Sterling Silver Necklace for Women | 16-36 inch long Silver, 18k Gold, Rose Gold Necklaces for Women - Made In Italy Real Cable Chain Jewelry | Dainty cadena de plata s925 para mujer",FALSE,"KEZEF 1mm 925 Sterling Silver Necklace for Women | 16-36 inch long Silver, 18k Gold, Rose Gold Necklaces for Women - Made In Italy Real Cable Chain Jewelry | Dainty cadena de plata s925 para mujer | Kezef","Shop KEZEF 1mm 925 Sterling Silver Necklace for Women | 16-36 inch long Silver, 18k Gold, Rose Gold Necklaces for Women - Made In Italy Real Cable Chain Jewelry | Dainty cadena de plata s925 para mujer by Kezef. Necklace in Gold 18K.",active,Kezef,"KEZEF 1mm 925 Sterling Silver Necklace for Women | 16-36 inch long Silver, 18k Gold, Rose Gold Necklaces for Women - Made In Italy Real Cable Chain Jewelry | Dainty cadena de plata s925 para mujer",https://m.media-amazon.com/images/I/61rcAbqKw4L._AC_SY300_SX300_QL70_FMwebp_.jpg,685170,necklace,gold_18k
jewlpire-18k-gold-plated-925-sterling-silver-chain-necklace-for-women-1mm-cable-chain-necklace-sturdy-shiny-womens-chain-necklaces-14-16-17-18-20-22-24-inch,"Jewlpire 18k Gold Plated 925 Sterling Silver Chain Necklace for Women, 1mm Cable Chain Necklace Sturdy & Shiny Women's Chain Necklaces 14 16 17 18 20 22 24 Inch","<p><strong>Jewlpire Jewlpire 18k Gold Plated 925 Sterling Silver Chain Necklace for Women, 1mm Cable Chain Necklace Sturdy & Shiny Women's Chain Necklaces 14 16 17 18 20 22 24 Inch</strong>. Type: Necklace. Material: Gold 18K.</p>",Jewlpire,necklace,"necklace, gold_18k, jewlpire, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,JEWLPIRE-JEWLPIRE18-NA-OS,30,shopify,100,deny,manual,436770,524124,TRUE,TRUE,https://m.media-amazon.com/images/I/51vbSbqrhyL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Jewlpire 18k Gold Plated 925 Sterling Silver Chain Necklace for Women, 1mm Cable Chain Necklace Sturdy & Shiny Women's Chain Necklaces 14 16 17 18 20 22 24 Inch",FALSE,"Jewlpire 18k Gold Plated 925 Sterling Silver Chain Necklace for Women, 1mm Cable Chain Necklace Sturdy & Shiny Women's Chain Necklaces 14 16 17 18 20 22 24 Inch | Jewlpire","Shop Jewlpire 18k Gold Plated 925 Sterling Silver Chain Necklace for Women, 1mm Cable Chain Necklace Sturdy & Shiny Women's Chain Necklaces 14 16 17 18 20 22 24 Inch by Jewlpire. Necklace in Gold 18K.",active,Jewlpire,"Jewlpire 18k Gold Plated 925 Sterling Silver Chain Necklace for Women, 1mm Cable Chain Necklace Sturdy & Shiny Women's Chain Necklaces 14 16 17 18 20 22 24 Inch",https://m.media-amazon.com/images/I/51vbSbqrhyL._AC_SY300_SX300_QL70_FMwebp_.jpg,436770,necklace,gold_18k
necocy-crown-cross-necklaces-for-women-non-tarnish-dainty-14k-goldsilverrosegold-plated-cz-pendant-necklace-for-women-trendy-simple-cross-charm-jewelry,NECOCY Crown Cross Necklaces for Women Non Tarnish Dainty 14K Gold/Silver/Rosegold Plated CZ Pendant Necklace for Women Trendy Simple Cross Charm Jewelry,<p><strong>Necocy NECOCY Crown Cross Necklaces for Women Non Tarnish Dainty 14K Gold/Silver/Rosegold Plated CZ Pendant Necklace for Women Trendy Simple Cross Charm Jewelry</strong>. Type: Pendant. Material: Gold 14K.</p>,Necocy,pendant,"pendant, gold_14k, necocy, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,NECOCY-NECOCYCROW-NA-OS,30,shopify,100,deny,manual,137770,165324,TRUE,TRUE,https://m.media-amazon.com/images/I/51BDYRG0hYL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,NECOCY Crown Cross Necklaces for Women Non Tarnish Dainty 14K Gold/Silver/Rosegold Plated CZ Pendant Necklace for Women Trendy Simple Cross Charm Jewelry,FALSE,NECOCY Crown Cross Necklaces for Women Non Tarnish Dainty 14K Gold/Silver/Rosegold Plated CZ Pendant Necklace for Women Trendy Simple Cross Charm Jewelry | Necocy,Shop NECOCY Crown Cross Necklaces for Women Non Tarnish Dainty 14K Gold/Silver/Rosegold Plated CZ Pendant Necklace for Women Trendy Simple Cross Charm Jewelry by Necocy. Pendant in Gold 14K.,active,Necocy,NECOCY Crown Cross Necklaces for Women Non Tarnish Dainty 14K Gold/Silver/Rosegold Plated CZ Pendant Necklace for Women Trendy Simple Cross Charm Jewelry,https://m.media-amazon.com/images/I/51BDYRG0hYL._AC_SY300_SX300_QL70_FMwebp_.jpg,137770,pendant,gold_14k
kissyan-initial-letter-pendant-necklace-for-men-women-14k-gold-plated-square-capital-monogram-necklace-alphabets-from-a-z-figaro-chain-jewelry,"KissYan Initial Letter Pendant Necklace for Men Women, 14K Gold Plated Square Capital Monogram Necklace Alphabets from A-Z Figaro Chain Jewelry","<p><strong>Kissyan KissYan Initial Letter Pendant Necklace for Men Women, 14K Gold Plated Square Capital Monogram Necklace Alphabets from A-Z Figaro Chain Jewelry</strong>. Type: Pendant. Material: Gold 14K.</p>",Kissyan,pendant,"pendant, gold_14k, kissyan, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,KISSYAN-KISSYANINI-NA-OS,30,shopify,100,deny,manual,298770,358524,TRUE,TRUE,https://m.media-amazon.com/images/I/61TaTPgNzYS._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"KissYan Initial Letter Pendant Necklace for Men Women, 14K Gold Plated Square Capital Monogram Necklace Alphabets from A-Z Figaro Chain Jewelry",FALSE,"KissYan Initial Letter Pendant Necklace for Men Women, 14K Gold Plated Square Capital Monogram Necklace Alphabets from A-Z Figaro Chain Jewelry | Kissyan","Shop KissYan Initial Letter Pendant Necklace for Men Women, 14K Gold Plated Square Capital Monogram Necklace Alphabets from A-Z Figaro Chain Jewelry by Kissyan. Pendant in Gold 14K.",active,Kissyan,"KissYan Initial Letter Pendant Necklace for Men Women, 14K Gold Plated Square Capital Monogram Necklace Alphabets from A-Z Figaro Chain Jewelry",https://m.media-amazon.com/images/I/61TaTPgNzYS._AC_SY300_SX300_QL70_FMwebp_.jpg,298770,pendant,gold_14k
funeia-dainty-silver-gold-necklaces-for-women-trendy-non-tarnish-14k-gold-plated-cubic-zirconia-necklace-layered-cute-butterfly-heart-station-choker-necklace-stack-for-wedding-prom-brides-jewelry,FUNEIA Dainty Silver Gold Necklaces for Women Trendy Non Tarnish 14K Gold Plated Cubic Zirconia Necklace Layered Cute Butterfly Heart Station Choker Necklace Stack for Wedding Prom Brides Jewelry,<p><strong>Funeia FUNEIA Dainty Silver Gold Necklaces for Women Trendy Non Tarnish 14K Gold Plated Cubic Zirconia Necklace Layered Cute Butterfly Heart Station Choker Necklace Stack for Wedding Prom Brides Jewelry</strong>. Type: Necklace. Material: Gold 14K.</p>,Funeia,necklace,"necklace, gold_14k, funeia, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,FUNEIA-FUNEIADAIN-NA-OS,30,shopify,100,deny,manual,298540,358248,TRUE,TRUE,https://m.media-amazon.com/images/I/61vG41j+HIL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,FUNEIA Dainty Silver Gold Necklaces for Women Trendy Non Tarnish 14K Gold Plated Cubic Zirconia Necklace Layered Cute Butterfly Heart Station Choker Necklace Stack for Wedding Prom Brides Jewelry,FALSE,FUNEIA Dainty Silver Gold Necklaces for Women Trendy Non Tarnish 14K Gold Plated Cubic Zirconia Necklace Layered Cute Butterfly Heart Station Choker Necklace Stack for Wedding Prom Brides Jewelry | Funeia,Shop FUNEIA Dainty Silver Gold Necklaces for Women Trendy Non Tarnish 14K Gold Plated Cubic Zirconia Necklace Layered Cute Butterfly Heart Station Choker Necklace Stack for Wedding Prom Brides Jewelry by Funeia. Necklace in Gold 14K.,active,Funeia,FUNEIA Dainty Silver Gold Necklaces for Women Trendy Non Tarnish 14K Gold Plated Cubic Zirconia Necklace Layered Cute Butterfly Heart Station Choker Necklace Stack for Wedding Prom Brides Jewelry,https://m.media-amazon.com/images/I/61vG41j+HIL._AC_SY300_SX300_QL70_FMwebp_.jpg,298540,necklace,gold_14k
annika-bella-choker-necklace-for-women-length-13-16-inches-sterling-silvergold-everyday-necklaces-ball-bead-charm-chokers,"Annika Bella Choker Necklace for Women, Length 13-16 Inches, Sterling Silver/Gold Everyday Necklaces, Ball Bead Charm Chokers","<p><strong>Annika Bella Annika Bella Choker Necklace for Women, Length 13-16 Inches, Sterling Silver/Gold Everyday Necklaces, Ball Bead Charm Chokers</strong>. Type: Necklace. Material: Gold.</p>",Annika Bella,necklace,"necklace, gold, annika bella, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,ANNIKABE-ANNIKABELL-NA-OS,30,shopify,100,deny,manual,498410,598092,TRUE,TRUE,https://m.media-amazon.com/images/I/61jfF9N-TCL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Annika Bella Choker Necklace for Women, Length 13-16 Inches, Sterling Silver/Gold Everyday Necklaces, Ball Bead Charm Chokers",FALSE,"Annika Bella Choker Necklace for Women, Length 13-16 Inches, Sterling Silver/Gold Everyday Necklaces, Ball Bead Charm Chokers | Annika Bella","Shop Annika Bella Choker Necklace for Women, Length 13-16 Inches, Sterling Silver/Gold Everyday Necklaces, Ball Bead Charm Chokers by Annika Bella. Necklace in Gold.",active,Annika Bella,"Annika Bella Choker Necklace for Women, Length 13-16 Inches, Sterling Silver/Gold Everyday Necklaces, Ball Bead Charm Chokers",https://m.media-amazon.com/images/I/61jfF9N-TCL._AC_SY300_SX300_QL70_FMwebp_.jpg,498410,necklace,gold
chesky-gold-necklace-for-women-14k-plateds925-sterling-silver-snake-chain-necklace-dainty-simple-chunky-herringbone-necklace-gold-choker-necklaces-jewelry-for-women-mothers-day-gifts-for-mom,CHESKY Gold Necklace for Women-14K Plated/S925 sterling silver Snake Chain Necklace Dainty Simple Chunky Herringbone Necklace Gold Choker Necklaces Jewelry for Women Mothers Day Gifts for Mom,<p><strong>Chesky CHESKY Gold Necklace for Women-14K Plated/S925 sterling silver Snake Chain Necklace Dainty Simple Chunky Herringbone Necklace Gold Choker Necklaces Jewelry for Women Mothers Day Gifts for Mom</strong>. Type: Ring. Material: Gold.</p>,Chesky,ring,"ring, gold, chesky, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,CHESKY-CHESKYGOLD-NA-OS,30,shopify,100,deny,manual,298770,358524,TRUE,TRUE,https://m.media-amazon.com/images/I/51RxOYU2uCL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,CHESKY Gold Necklace for Women-14K Plated/S925 sterling silver Snake Chain Necklace Dainty Simple Chunky Herringbone Necklace Gold Choker Necklaces Jewelry for Women Mothers Day Gifts for Mom,FALSE,CHESKY Gold Necklace for Women-14K Plated/S925 sterling silver Snake Chain Necklace Dainty Simple Chunky Herringbone Necklace Gold Choker Necklaces Jewelry for Women Mothers Day Gifts for Mom | Chesky,Shop CHESKY Gold Necklace for Women-14K Plated/S925 sterling silver Snake Chain Necklace Dainty Simple Chunky Herringbone Necklace Gold Choker Necklaces Jewelry for Women Mothers Day Gifts for Mom by Chesky. Ring in Gold.,active,Chesky,CHESKY Gold Necklace for Women-14K Plated/S925 sterling silver Snake Chain Necklace Dainty Simple Chunky Herringbone Necklace Gold Choker Necklaces Jewelry for Women Mothers Day Gifts for Mom,https://m.media-amazon.com/images/I/51RxOYU2uCL._AC_SY300_SX300_QL70_FMwebp_.jpg,298770,ring,gold
ashine-925-sterling-silver-box-chain-necklace-for-women-1mm-08mm-replacement-link-chain-for-pendants-dainty-sturdy-necklace-available-in-16-36-inch,"ASHINE 925 Sterling Silver Box Chain Necklace for Women, 1mm 0.8mm Replacement Link Chain for Pendants, Dainty & Sturdy Necklace Available in 16-36 Inch","<p><strong>Ashine ASHINE 925 Sterling Silver Box Chain Necklace for Women, 1mm 0.8mm Replacement Link Chain for Pendants, Dainty & Sturdy Necklace Available in 16-36 Inch</strong>. Type: Pendant. Material: Sterling Silver.</p>",Ashine,pendant,"pendant, sterling_silver, ashine, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,ASHINE-ASHINE925S-NA-OS,30,shopify,100,deny,manual,482770,579324,TRUE,TRUE,https://m.media-amazon.com/images/I/61qiaXovllL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"ASHINE 925 Sterling Silver Box Chain Necklace for Women, 1mm 0.8mm Replacement Link Chain for Pendants, Dainty & Sturdy Necklace Available in 16-36 Inch",FALSE,"ASHINE 925 Sterling Silver Box Chain Necklace for Women, 1mm 0.8mm Replacement Link Chain for Pendants, Dainty & Sturdy Necklace Available in 16-36 Inch | Ashine","Shop ASHINE 925 Sterling Silver Box Chain Necklace for Women, 1mm 0.8mm Replacement Link Chain for Pendants, Dainty & Sturdy Necklace Available in 16-36 Inch by Ashine. Pendant in Sterling Silver.",active,Ashine,"ASHINE 925 Sterling Silver Box Chain Necklace for Women, 1mm 0.8mm Replacement Link Chain for Pendants, Dainty & Sturdy Necklace Available in 16-36 Inch",https://m.media-amazon.com/images/I/61qiaXovllL._AC_SY300_SX300_QL70_FMwebp_.jpg,482770,pendant,sterling_silver
